STUDENT ID,SALUTATION,GENDER,NATIONALITY,DOB,HIGHEST QUALIFICATION,NAME OF QUALIFICATION AND INSTITUTION,DATE ATTAINED HIGHEST QUALIFICATION,DESIGNATION,INTAKE NO,COMMENCEMENT DATE,COMPLETION DATE,FULL-TIME OR PART-TIME,COURSE FUNDING,REGISTRATION FEE,PAYMENT MODE,COURSE FEE,GPA,CITIZENSHIP_STATUS,date_diff,COURSE,Age,GPA Category,Job Category,Age Group
2020/1101-013/001,Ms,F,Singaporean,3/4/1978,Certificate,"Certificate in Office Skills, ITE",6/11/2016,"Snr Associate, Client Services",13th,6/1/2020,6/4/2021,Part-Time,Subsidiesed,107,NETS,1712,3,L,456,Diploma in Business Administration,46,3 - 3.5,Customer Service and Sales,40 and Above
2020/1101-013/002,Ms,F,Singaporean,23/3/1966,Certificate,"WSQ Higher Certificate in Human Resources, WPLN, Fundamentals Certificate in Early Childhood Care and Education",6/2/2018,Admin Officer,13th,6/1/2020,6/4/2021,Part-Time,Individual,107,NETS,1712,2.5,L,456,Diploma in Business Administration,58,2-Mar,Administration,40 and Above
2020/1101-013/003,Ms,F,Singaporean,12/4/1988,Certificate,"Nitec in Service Skills (Office), ITE",6/11/2016,Admin Assistant,13th,6/1/2020,6/4/2021,Part-Time,Sponsored,107,Bank Transfer,1712,2,L,456,Diploma in Business Administration,36,2-Mar,Administration,25 to 40
2020/1101-014/004,Ms,F,Singaporean,27/11/1991,Degree,"Bachelor Science (Facilities & Events Management), SUSS",10/6/2017,HR Administrator,14th,10/3/2020,9/6/2021,Part-Time,Subsidiesed,107,NETS,1212,2.5,L,456,Diploma in Business Administration,32,2-Mar,Human Resources,25 to 40
2020/1101-014/005,Ms,F,Singaporean,23/4/1985,Diploma,"Diploma in Procurement and Supply Management, SIPMM Academy",10/8/2016,Purchasing Executive,14th,10/3/2020,9/6/2021,Part-Time,Subsidiesed,107,NETS,1712,2.4,L,456,Diploma in Business Administration,39,2-Mar,Others,25 to 40
2020/1101-014/006,Ms,F,Permanent Resident,15/3/1981,Certificate,"Certificate in Payroll Administration, SHRI Academy, SPM",10/8/2016,HR Executive,14th,10/3/2020,9/6/2021,Part-Time,Sponsored,107,GIRO,1604,1.8,F,456,Diploma in Business Administration,43,1-Feb,Human Resources,40 and Above
2020/1101-014/008,Ms,F,Foreigner,21/1/1994,Master,"Master of Public Administration, San Jose State University",10/3/2018,PR Executive,14th,10/3/2020,9/6/2021,Part-Time,Individual,107,Cr Card,1712,3,F,456,Diploma in Business Administration,30,3 - 3.5,Marketing and Public Relations,25 to 40
2020/1101-015/009,Ms,F,Singaporean,7/9/1975,Degree,"Bachelor of Science in Business & Mgt Studies, University of Bradford",6/12/2017,HR Executive,15th,6/7/2020,5/10/2021,Part-Time,Subsidiesed,107,GIRO,1712,2.5,L,456,Diploma in Business Administration,48,2-Mar,Human Resources,40 and Above
2020/1101-015/010,Ms,F,Singaporean,6/9/1977,Degree,"Bachelor of Business (Advertising), Queensland University of Technology",6/10/2018,No Designation,15th,6/7/2020,5/10/2021,Part-Time,Subsidiesed,107,GIRO,1712,2.2,L,456,Diploma in Business Administration,46,2-Mar,Others,40 and Above
2020/1101-015/011,Ms,F,Singaporean,12/5/1991,Diploma,"Diploma in Environmental Science, Republic Polytechnic",6/9/2016,No Designation,15th,6/7/2020,5/10/2021,Part-Time,Individual,107,GIRO,1712,3.1,L,456,Diploma in Business Administration,33,3 - 3.5,Others,25 to 40
2020/1101-016/012,Ms,F,Singaporean,19/7/1983,Degree,"Bachelor of Arts in Accounting, University of Bedfordshire",1/11/2017,Accounts cum HR Executive,16th,1/9/2020,30/11/2021,Part-Time,Individual,107,GIRO,1712,2.6,L,455,Diploma in Business Administration,40,2-Mar,Human Resources,25 to 40
2020/1101-016/013,Ms,F,Singaporean,10/2/1989,Degree,"Bachelor of Science (Business Management), University of Birmingham",1/8/2019,No Designation,16th,1/9/2020,30/11/2021,Part-Time,Subsidiesed,107,GIRO,1712,4,L,455,Diploma in Business Administration,35,More Than 3.5,Others,25 to 40
2020/1101-016/014,Ms,F,Singaporean,3/5/1996,Certificate,N level,1/9/2017,Admin & HR Executive,16th,1/9/2020,30/11/2021,Part-Time,Sponsored,107,GIRO,1604,3.2,L,455,Diploma in Business Administration,28,3 - 3.5,Human Resources,25 to 40
2020/1101-017/015,Ms,F,Singaporean,27/8/1994,Diploma,"Diploma in Events Management, Kaplan",2/11/2018,HR Assistant,17th,2/11/2020,2/2/2022,Part-Time,Sponsored,107,Bank Transfer,1604,3,L,457,Diploma in Business Administration,29,3 - 3.5,Human Resources,25 to 40
2020/1101-017/016,Ms,F,Singaporean,27/1/1980,Diploma,"Diploma in Hotel Management, SHATEC",2/1/2019,Rooms Division Manager,17th,2/11/2020,2/2/2022,Part-Time,Subsidiesed,107,GIRO,1712,2.9,L,457,Diploma in Business Administration,44,2-Mar,Management,40 and Above
2020/1101-017/017,Ms,F,Singaporean,16/4/1995,Diploma,"Diploma in Healthcare Administration, Republic Polytechnic",2/4/2018,"HR Associate, Southeast Asia",17th,2/11/2020,2/2/2022,Part-Time,Sponsored,107,GIRO,1604,3.4,L,457,Diploma in Business Administration,29,3 - 3.5,Human Resources,25 to 40
2020/1101-017/018,Ms,F,Singaporean,18/6/1983,Certificate,N level,2/1/2018,No Designation,17th,2/11/2020,2/2/2022,Part-Time,Subsidiesed,107,GIRO,1712,3.3,L,457,Diploma in Business Administration,41,3 - 3.5,Others,40 and Above
2020/1101-017/019,Ms,F,Singaporean,1/6/1989,Degree,"Bachelor of Science in Business, UOL",2/12/2016,Administrative Executive,17th,2/11/2020,2/2/2022,Part-Time,Sponsored,107,GIRO,1604,1.8,L,457,Diploma in Business Administration,35,1-Feb,Administration,25 to 40
2019/1101-007/001,Ms,F,Foreigner,13/9/1981,Certificate,SPM,8/1/2018,Admin & HR Assistant,7th,8/1/2019,7/4/2020,Part-Time,Individual,107,GIRO,1712,3.2,F,455,Diploma in Business Administration,42,3 - 3.5,Human Resources,40 and Above
2019/1101-007/002,Ms,F,Singaporean,26/7/1979,Certificate,"Certificate in Office Skills, ITE",8/6/2016,Admin Assistant,7th,8/1/2019,7/4/2020,Part-Time,Subsidiesed,107,NETS,1712,3.1,L,455,Diploma in Business Administration,44,3 - 3.5,Administration,40 and Above
2019/1101-007/003,Ms,F,Foreigner,2/1/1990,Degree,"Bachelor of Business Administration, University of Rajasthan, India",8/8/2015,No Designation,7th,8/1/2019,7/4/2020,Part-Time,Individual,107,NETS,1712,3.1,F,455,Diploma in Business Administration,34,3 - 3.5,Others,25 to 40
2019/1101-007/004,Ms,F,Foreigner,20/4/1976,Diploma,"Office Management Diploma, NCOI Rotterdam, The Netherlands",8/2/2018,HR Support / Office Manager,7th,8/1/2019,7/4/2020,Part-Time,Individual,107,NETS,1712,3.6,F,455,Diploma in Business Administration,48,More Than 3.5,Human Resources,40 and Above
2019/1101-007/005,Ms,F,Singaporean,25/11/1983,Diploma,"Diploma in Business Admininstration, LCCI Level 3, Private Secretary's Diploma, LCCI",8/6/2015,"Executive, Administration",7th,8/1/2019,7/4/2020,Part-Time,Sponsored,107,Bank Transfer,1604,2.2,L,455,Diploma in Business Administration,40,2-Mar,Administration,25 to 40
2019/1101-008/006,Ms,F,Permanent Resident,17/10/1968,Certificate,"Lower Secondary Education, Malaysia",7/5/2015,Administrator,8th,7/3/2019,6/6/2020,Part-Time,Subsidiesed,107,Bank Transfer,1212,1.8,F,457,Diploma in Business Administration,55,1-Feb,Administration,40 and Above
2019/1101-008/007,Ms,F,Permanent Resident,22/10/1979,Master,"Master in Computer Science, Osmania University, India",7/6/2015,No Designation,8th,7/3/2019,6/6/2020,Part-Time,Individual,107,Bank Transfer,1712,2.7,F,457,Diploma in Business Administration,44,2-Mar,Others,40 and Above
2019/1101-008/008,Ms,F,Singaporean,29/6/1980,Certificate,N' level,7/7/2015,Admin & Finance Executive,8th,7/3/2019,6/6/2020,Part-Time,Sponsored,107,GIRO,1604,1.7,L,457,Diploma in Business Administration,44,1-Feb,Administration,40 and Above
2019/1101-008/009,Ms,F,Singaporean,25/5/1976,Certificate,O' level,7/8/2015,Admin Assistant,8th,7/3/2019,6/6/2020,Part-Time,Individual,107,NETS,1712,1.8,L,457,Diploma in Business Administration,48,1-Feb,Administration,40 and Above
2019/1101-009/010,Ms,F,Singaporean,30/11/1983,Certificate,N Level,7/5/2018,Operation Executive,9th,7/5/2019,6/8/2020,Part-Time,Sponsored,107,Bank Transfer,1604,2.9,L,457,Diploma in Business Administration,40,2-Mar,Operations and Logistics,25 to 40
2019/1101-009/011,Ms,F,Foreigner,7/8/1992,Certificate,SPM,7/5/2017,Clerk,9th,7/5/2019,6/8/2020,Part-Time,Individual,107,Bank Transfer,1712,3,F,457,Diploma in Business Administration,31,3 - 3.5,Administration,25 to 40
2019/1101-010/012,Ms,F,Permanent Resident,11/2/1988,Degree,"Bahcelor of Management (Marketing), Universiti Teknologi Malaysia",9/8/2018,HR & Admin,10th,9/7/2019,8/10/2020,Part-Time,Sponsored,107,Bank Transfer,1712,3,F,457,Diploma in Business Administration,36,3 - 3.5,Human Resources,25 to 40
2019/1101-010/013,Mr,M,Singaporean,31/1/1990,Diploma,"Diploma in Multimedia & Infocomm Technology, Nanyang Polytechnic",9/11/2015,Early Childhood Support Office,10th,9/7/2019,8/10/2020,Part-Time,Subsidiesed,107,Bank Transfer,1712,1.8,L,457,Diploma in Business Administration,34,1-Feb,Administration,25 to 40
2019/1101-010/014,Ms,F,Singaporean,20/4/1973,Certificate,O' level,9/2/2016,Office Manager,10th,9/7/2019,8/10/2020,Part-Time,Sponsored,107,GIRO,1712,1.9,L,457,Diploma in Business Administration,51,1-Feb,Administration,40 and Above
2019/1101-010/015,Ms,F,Singaporean,3/9/1991,Certificate,O' level,9/3/2016,Business Development Executive,10th,9/7/2019,8/10/2020,Part-Time,Subsidiesed,107,Bank Transfer,1712,2.3,L,457,Diploma in Business Administration,32,2-Mar,Others,25 to 40
2019/1101-010/016,Ms,F,Singaporean,17/6/1990,Certificate,N Level,9/1/2018,Human Resource Assistant,10th,9/7/2019,8/10/2020,Part-Time,Sponsored,107,GIRO,1604,3.7,L,457,Diploma in Business Administration,34,More Than 3.5,Human Resources,25 to 40
2019/1101-010/017,Ms,F,Singaporean,1/4/1990,Degree,"Bachelor of Arts in Business with Logistics and Supply Chain Management, University of Northumbria",9/3/2016,"Executive, Planning & Delivery",10th,9/7/2019,8/10/2020,Part-Time,Individual,107,Bank Transfer,1712,2.8,L,457,Diploma in Business Administration,34,2-Mar,Others,25 to 40
2019/1101-010/019,Ms,F,Foreigner,9/10/1986,Certificate,SPM,9/8/2016,Admin Assistant,10th,9/7/2019,8/10/2020,Part-Time,Sponsored,107,Bank Transfer,1712,3.1,F,457,Diploma in Business Administration,37,3 - 3.5,Administration,25 to 40
2019/1101-010/020,Ms,F,Singaporean,8/3/1997,Diploma,"Diploma in Business, Temasek Polytechnic",9/12/2017,Secretary,10th,9/7/2019,8/10/2020,Part-Time,Individual,107,Bank Transfer,1712,2.2,L,457,Diploma in Business Administration,27,2-Mar,Administration,25 to 40
2019/1101-010/021,Ms,F,Singaporean,8/2/1970,Diploma,"Diploma in Business Administration, PSB Academy",9/2/2016,Executive Assistant,10th,9/7/2019,8/10/2020,Part-Time,Subsidiesed,107,Bank Transfer,1712,3.1,L,457,Diploma in Business Administration,54,3 - 3.5,Others,40 and Above
2019/1101-010/022,Ms,F,Singaporean,3/8/1973,Certificate,"Certificate in Office Skills, ITE",9/1/2017,Secretary,10th,9/7/2019,8/10/2020,Part-Time,Subsidiesed,107,Bank Transfer,1712,2.2,L,457,Diploma in Business Administration,50,2-Mar,Administration,40 and Above
2019/1101-010/023,Ms,F,Singaporean,13/11/1994,Diploma,"Advanced Diploma in Tourism, Hospitality and Event Management, MDIS",9/1/2016,Admin Assistant,10th,9/7/2019,8/10/2020,Part-Time,Individual,107,Bank Transfer,1712,3.1,L,457,Diploma in Business Administration,29,3 - 3.5,Administration,25 to 40
2019/1101-010/024,Ms,F,Singaporean,2/10/1983,Diploma,"Diploma in Multimedia Software Engineering, Singapore Polytechnic",9/9/2015,Senior Assistant (Tenant Administration),10th,9/7/2019,8/10/2020,Part-Time,Subsidiesed,107,Bank Transfer,1712,1.7,L,457,Diploma in Business Administration,40,1-Feb,Administration,25 to 40
2019/1101-011/025,Ms,F,Singaporean,16/2/1969,Certificate,"O' levels, Diploma in Business Management (distance learning), Glasgow, Dublin",10/10/2018,Admin Assistant,11th,10/9/2019,9/12/2020,Part-Time,Sponsored,107,Bank Transfer,1604,3.3,L,456,Diploma in Business Administration,55,3 - 3.5,Administration,40 and Above
2019/1101-011/026,Ms,F,Singaporean,18/4/1992,Certificate,"Sec 2, WPLN (Reading, Speaking, Listening, Writing) & Numeracy",10/11/2016,Admin Assistant,11th,10/9/2019,9/12/2020,Part-Time,Subsidiesed,107,Bank Transfer,1212,3,L,456,Diploma in Business Administration,32,3 - 3.5,Administration,25 to 40
2019/1101-011/027,Ms,F,Permanent Resident,16/6/1978,Certificate,"Certified Accounting Technicians (CATS), ACCA, SPM",10/9/2018,Senior HR Officer,11th,10/9/2019,9/12/2020,Part-Time,Subsidiesed,107,Bank Transfer,1212,3.7,L,456,Diploma in Business Administration,46,More Than 3.5,Human Resources,40 and Above
2019/1101-011/028,Ms,F,Permanent Resident,19/10/1987,Diploma,"Diploma of Hospitality Management, Australian Academy of Hospitality Management",10/12/2016,HR Executive,11th,10/9/2019,9/12/2020,Part-Time,Sponsored,107,Bank Transfer,1604,3,L,456,Diploma in Business Administration,36,3 - 3.5,Human Resources,25 to 40
2019/1101-011/029,Ms,F,Singaporean,30/4/1973,Certificate,"Certified Accounting Technicians (CATS), ACCA, 'O' levels",10/9/2016,No Designation,11th,10/9/2019,9/12/2020,Part-Time,Individual,107,Bank Transfer,1712,2.9,L,456,Diploma in Business Administration,51,2-Mar,Others,40 and Above
2019/1101-012/030,Mr,M,Singaporean,6/12/1977,Certificate,"NTC 2, N Level, WPLN",5/2/2016,Manager,12th,5/11/2019,4/2/2021,Part-Time,Individual,107,NETS,1712,2.1,L,457,Diploma in Business Administration,46,2-Mar,Management,40 and Above
2019/1101-012/031,Ms,F,Singaporean,27/4/1976,Certificate,"O' level, 'N' Level, WPLN",5/8/2016,No Designation,12th,5/11/2019,4/2/2021,Part-Time,Individual,107,NETS,1712,3.1,L,457,Diploma in Business Administration,48,3 - 3.5,Others,40 and Above
2019/1101-012/032,Ms,F,Singaporean,2/5/1986,Diploma,"Diploma in Masss Communication, MDIS",5/7/2018,Relationship and Marketing Executive,12th,5/11/2019,4/2/2021,Part-Time,Subsidiesed,107,NETS,1712,3.5,L,457,Diploma in Business Administration,38,More Than 3.5,Marketing and Public Relations,25 to 40
2019/1101-012/033,Ms,F,Singaporean,1/3/1980,Certificate,N level,5/7/2018,Secretary,12th,5/11/2019,4/2/2021,Part-Time,Individual,107,NETS,1712,3,L,457,Diploma in Business Administration,44,3 - 3.5,Administration,40 and Above
2020/2101-110/001,Ms,F,Singaporean,12/2/1993,Certificate,"Nitec in Hair Fashion & Design, ITE",8/11/2017,Administrative Assistant,110th,8/6/2020,5/3/2021,Part-Time,Subsidiesed,107,GIRO,2996,3.4,L,270,Certificate in HR Management,31,3 - 3.5,Administration,25 to 40
2020/2101-110/002,Ms,F,Singaporean,11/6/1974,Certificate,"SPM, LCCI",8/7/2018,"Business Support Manager, APAC",110th,8/6/2020,5/3/2021,Part-Time,Individual,107,GIRO,2996,3.4,L,270,Certificate in HR Management,50,3 - 3.5,Management,40 and Above
2020/2101-111/003,Ms,F,Singaporean,27/5/1989,Diploma,"Diploma in Commerce (Biz Admin), Kaplan / Diploma in Biz Admin (Business, Travel & Tourism), Newcastle School of Management",28/6/2019,Team Assistant,111th,28/9/2020,23/6/2021,Part-Time,Sponsored,107,GIRO,2696,3,L,268,Certificate in HR Management,35,3 - 3.5,Others,25 to 40
2020/2101-111/004,Ms,F,Singaporean,18/4/1992,Certificate,"Foundation Certificate in HRM, SHRI Academy",28/1/2019,No Designation,111th,28/9/2020,23/6/2021,Part-Time,Individual,0,NETS,2996,2.4,L,268,Certificate in HR Management,32,2-Mar,Others,25 to 40
2020/2101-111/005,Ms,F,Singaporean,22/9/1992,Degree,"Bachelor of Business (Marketing), RMIT",28/8/2018,APAC HR Specialist,111th,28/9/2020,23/6/2021,Part-Time,Sponsored,107,GIRO,2696,2.8,L,268,Certificate in HR Management,31,2-Mar,Human Resources,25 to 40
2020/2101-111/006,Ms,F,Singaporean,18/10/1988,Certificate,O' level,28/3/2018,Snr Client Service Executive,111th,28/9/2020,23/6/2021,Part-Time,Individual,107,GIRO,1496,3.3,L,268,Certificate in HR Management,35,3 - 3.5,Customer Service and Sales,25 to 40
2020/2101-111/007,Ms,F,Singaporean,12/11/2001,Certificate,"Nitec in Electronics, Computer Networking & Communications, ITE",28/6/2019,HR Intern,111th,28/9/2020,23/6/2021,Part-Time,Individual,107,GIRO,1996,3.3,L,268,Certificate in HR Management,22,3 - 3.5,Human Resources,Below 25
2020/2101-111/008,Ms,F,Singaporean,18/12/1969,Certificate,"Basic Certificate in HRM, SHRI",28/4/2017,"Executive, Corporate Services",111th,28/9/2020,23/6/2021,Part-Time,Individual,107,GIRO,1496,3,L,268,Certificate in HR Management,54,3 - 3.5,Customer Service and Sales,40 and Above
